,Corner1,Corner2,Corner3,Corner4,Corner5,Corner6,Corner7,Corner8,Corner9,Corner10,Corner11,Corner12,Corner13,Corner14,slack
path1320,5.881,5.848,5.053,5.624,6.135,7.018,5.616,4.882,5.405,6.349,6.229,7.133,6.481,7.107,42.38
path1321,5.326,3.021,2.556,2.78,2.933,4.265,6.008,6.195,6.936,4.556,4.754,6.765,3.613,5.706,32.707
path1322,5.955,5.132,3.24,2.369,3.542,4.087,2.675,5.895,7.142,3.644,5.887,4.374,4.132,7.537,32.806
path1323,6.654,3.455,5.54,3.362,4.225,5.806,2.701,2.965,3.245,3.011,4.199,5.754,4.233,7.876,31.513
path1324,6.661,3.52,5.457,2.987,3.817,3.452,2.502,7.063,4.184,5.154,3.586,6.99,5.696,5.345,33.207
path1325,6.253,5.413,6.065,3.407,3.179,6.855,5.052,5.043,4.593,5.123,4.716,3.962,4.05,7.593,35.652
path1326,5.242,3.479,5.149,6.535,4.266,5.281,5.289,2.964,6.706,5.245,4.156,7.318,5.598,5.919,36.574
path1327,4.306,4.823,5.301,3.716,3.504,5.509,5.849,6.82,6.483,5.779,4.236,3.68,7.739,7.558,37.652
path1328,2.864,3.078,4.499,5.624,6.329,3.336,6.171,4.695,6.574,3.125,3.246,6.553,7.667,4.002,33.882
path1329,2.812,3.465,3.032,3.449,5.947,2.863,5.256,2.994,3.171,4.345,4.763,4.11,4.66,5.828,28.347
path1330,4.3,5,5.565,3.13,2.935,6.516,2.732,4.362,5.741,4.767,7.696,6.71,4.686,4.789,34.465
path1331,4.616,2.407,6.366,4.246,3.664,2.881,4.38,2.707,4.193,5.98,5.279,6.282,5.194,6.812,32.504
path1332,5.501,4.898,4.154,5.505,5.618,4.508,2.646,5.252,5.936,4.8,3.996,5.988,6.976,3.061,34.42
path1333,4.306,3.561,5.043,4.284,2.562,3.217,3.581,6.366,6.231,5.967,5.745,5.822,6.274,4.065,33.513
path1334,3.338,3.818,3.913,4.765,3.551,6.587,3.082,6.66,3.973,6.209,5.381,7.599,3.686,3.965,33.264
path1335,5.943,6.345,3.235,4.645,3.793,5.761,2.416,7.066,7.039,7.389,3.994,4.237,4.971,4.612,35.724
path1336,6.259,5.663,3.343,2.326,5.958,6.897,3.701,5.153,5.912,5.584,7.369,5.216,5.96,6.484,37.912
path1337,6.361,5.857,6.238,2.315,6.074,4.405,6.645,4.33,6.176,6.301,5.48,5.727,3.316,3.352,36.288
path1338,4.867,2.596,5.513,6.602,6.089,3.715,5.959,6.814,4.734,4.107,3.367,5.756,6.28,7.154,36.776
path1339,4.489,2.387,2.906,5.711,5.189,6.003,5.189,6.839,2.843,4.605,3.074,4.966,5.073,5.945,32.609
path1340,5.967,5.947,6.181,3.723,6.712,3.958,4.437,3.095,3.651,3.202,4.218,3.156,4.716,4.147,31.555
path1341,2.576,4.272,4.435,2.476,3.821,4.413,4.43,3.464,5.2,7.55,7.13,5.153,6.58,5.741,33.62
path1342,2.689,3.283,3.401,2.475,2.671,5.215,6.524,5.603,4.133,6.27,3.589,5.64,5.34,5.816,31.324
path1343,4.934,3.727,3.35,6.749,4.986,3.106,2.907,6.572,2.908,6.568,5.209,4.586,6.097,5.049,33.373
path1344,6.335,4.107,3.578,4.096,3.702,2.314,6.101,6.364,3.556,3.776,4.713,7.348,6.664,6.672,34.663
path1345,4.981,3.001,5.026,6.33,5.914,6.335,5.244,7.12,4.565,6.654,4.045,3.046,4.619,6.469,36.674
path1346,2.426,5.396,4.467,6.68,6.773,2.499,3.346,3.763,5.157,4.874,7.397,4,3.846,5.884,33.254
path1347,4.054,6.104,2.88,2.645,4.947,2.654,2.383,3.256,3.489,4.007,6.821,6.55,7.344,3.926,30.531
path1348,6.365,6.558,4.199,2.647,3.02,4.401,4.462,5.989,4.087,5.562,4.36,4.318,7.206,3.787,33.481
path1349,4.749,2.56,3.25,4.738,5.788,2.743,2.419,4.569,6.264,3.064,3.708,3.442,8.008,6.709,31.006
path1350,6.671,4.451,3.107,2.86,2.916,5.049,5.349,7.141,5.616,3.997,3.251,7.051,6.874,5.03,34.681
path1351,5.958,6.519,4.158,2.306,2.916,4.007,4.362,5.126,5.102,4.902,3.349,4.166,5.399,6.881,32.575
path1352,3.526,5.31,5.15,4.086,2.775,4.232,4.587,4.444,7.549,6.376,3.605,4.725,3.439,6.001,32.903
path1353,6.333,2.688,4.728,2.984,2.87,5.198,4.61,6.342,4.937,4.24,5.955,7.474,4.141,7.724,35.112
path1354,2.387,3.652,5.979,2.601,4.315,2.522,4.965,2.779,4.713,4.951,3.354,4.407,4.061,8.071,29.378
path1355,3.7,4.469,2.78,5.75,4.761,5.108,6.447,2.42,3.029,4.725,7.732,4.856,7.602,5.868,34.625
path1356,6.372,5.087,4.408,6.568,6.73,6.893,5.814,3.36,5.147,5.545,5.938,7.586,3.676,7.949,40.536
path1357,6.562,6.293,2.379,2.447,6.24,4.449,3.634,6.18,6.983,6.798,3.326,6.193,6.664,3.079,35.614
path1358,2.818,3.731,4.467,3.763,4.527,5.813,6.374,4.88,2.872,3.931,7.001,7.14,3.92,7.301,34.269
path1359,4.583,2.813,4.594,6.045,5.357,3.629,4.693,4.828,7.053,4.596,7.688,5.6,5.98,4.674,36.066
path1360,3.031,2.902,2.866,3.534,4.631,4.133,6.31,2.582,5.503,5.388,5.418,3.737,6.93,8.064,32.515
path1361,5.538,6.012,5.33,2.925,5.311,5.003,2.726,4.058,6.232,6.523,7.838,4.426,8.156,6.547,38.313
path1362,3.656,2.825,5.323,6.485,3.934,2.582,5.731,6.399,6.545,3.867,4.483,4.611,7.596,4.267,34.152
path1363,5.44,4.366,3.129,3.154,6.213,6.34,2.95,7.1,3.327,5.198,3.421,5.982,4.524,6.191,33.667
path1364,6.088,4.387,3.007,6.549,5.209,4.297,3.692,3.545,5.749,6.026,7.324,3.275,6.579,6.501,36.114
path1365,4.515,6.113,3.907,4.548,3.395,4.574,4.421,3.28,2.876,2.918,4.339,7.254,5.046,7.086,32.137
path1366,2.587,4.472,6.438,6.718,5.886,7.137,2.573,5.35,2.851,6.092,7.303,3.024,6.389,5.88,36.349
path1367,4.719,3.541,4.47,6.606,3.648,6.098,3.991,4.185,5.503,4.378,7.756,4.06,4.154,5.028,34.068
path1368,6.032,5.292,5.862,4.249,5.638,7.005,3.746,7.084,4.457,5.563,4.881,5.381,3.546,3.545,36.141
path1369,4.933,3.343,6.323,4.406,3.189,5.997,6.914,4.725,6.098,3.786,6.485,5.085,5.047,5.586,35.958
path1370,4.185,3.022,6.121,4.489,6.455,5.125,2.808,5.545,5.918,2.844,4.411,6.992,7.646,7.697,36.628
path1371,2.585,4.399,5.376,5.773,4.423,4.607,2.978,5.443,3.694,5.103,4.703,3.457,4.734,6.653,31.964
path1372,6.468,5.457,4.623,5.455,4.762,4.197,6.526,4.578,6.115,2.715,4.734,3.809,6.722,4.556,35.358
path1373,5.484,3.292,5.008,4.701,3.4,4.773,3.832,4.108,5.355,6.781,5.429,7.005,5.691,7.653,36.256
path1374,3.673,3.277,4.056,2.362,2.562,6.276,5.715,5.597,3.653,5.541,3.505,6.743,4.66,3.102,30.36
path1375,2.652,4.718,5.883,5.665,3.286,3.769,2.75,6.183,7.032,5.055,6.192,5.328,3.47,4.799,33.391
path1376,2.632,2.416,3.201,2.406,3.402,5.179,6.477,5.139,3.376,5.35,6.836,6.701,3.405,3.178,29.849
path1377,5.23,4.6,4.614,2.777,5.404,2.868,3.445,4.636,3.731,7.341,7.282,7.739,7.289,5.34,36.148
path1378,3.127,2.423,5.215,3.713,4.365,5.077,3.883,5.77,4.572,4.264,7.357,5.066,6.625,7.833,34.646
path1379,5.552,2.503,6.566,5.057,4.984,6.122,4.537,6.905,3.721,4.458,6.923,5.21,7.992,6.61,38.571
path1380,5.903,2.746,5.841,5.973,3.524,5.521,4.036,5.436,6.926,4.621,5.998,5.968,3.73,5.145,35.683
path1381,5.658,5.247,6.044,5.468,5.738,5.611,4.608,6.213,5.81,4.854,4.525,4.667,4.861,5.68,37.492
path1382,3.452,2.605,2.531,4.253,3.401,4.205,5.809,5.066,5.498,5.836,3.531,5.823,6.995,6.893,32.949
path1383,5.654,2.942,3.378,2.902,2.482,2.555,2.779,3.625,6.451,5.053,3.341,3.284,3.867,6.555,27.434
path1384,5.86,4.251,2.82,3.289,6.427,6.982,3.691,5.342,7.516,7.671,4.907,5.287,5.647,5.018,37.354
path1385,3.518,2.868,5.938,4.456,4.525,5.871,4.736,6.941,5.983,7.118,4.793,6.107,4.439,6.516,36.905
path1386,4.086,3.742,2.484,5.867,4.996,4.392,6.47,2.884,2.97,5.341,5.882,4.522,7.404,3.254,32.147
path1387,5.609,4.005,6.31,5.302,3.181,3.081,2.952,4.47,4.416,6.912,3.732,5.908,7.47,4.745,34.047
path1388,3.615,2.495,2.316,3.131,3.915,2.728,4.979,4.875,5.033,5.55,7.116,5.374,6.73,4.6,31.229
path1389,3.42,2.401,5.197,3.636,3.499,3.429,2.92,2.587,3.297,5.884,6.893,3.71,3.244,3.218,26.668
path1390,6.48,5.928,5.618,6.621,4.22,7.174,6.1,6.475,5.057,5.447,5.084,3.112,7.769,5.925,40.506
path1391,4.628,2.519,3.826,4.996,4.81,3.774,6.738,6.725,3.524,5.887,7.314,3.544,6.873,5.674,35.416
path1392,5.047,4.427,4.074,3.268,6.174,7.003,4.961,4.325,6.028,7.471,6.853,7.291,4.382,5.217,38.261
path1393,5.078,2.89,4.741,4.765,2.346,7.001,3.361,3.684,4.926,5.907,4.565,7.186,3.268,3.873,31.796
path1394,6.519,3.262,4.631,3.746,3.039,3.744,2.332,3.227,3.748,3.562,5.678,3.099,3.339,8.096,29.011
path1395,2.65,3.914,5.159,3.594,5.643,5.114,4.4,7.109,3.942,2.734,3.374,5.098,5.762,7.059,32.776
path1396,6.264,3.746,4.631,5.246,5.729,3.007,2.856,3.117,6.107,4.678,4.457,5.918,3.616,5.037,32.205
path1397,3.132,4.688,3.915,2.459,6.563,4.132,5.885,4.536,7.363,4.933,4.083,3.812,5.092,3.888,32.24
path1398,5.62,5.306,4.977,3.164,2.637,4.872,2.788,2.982,6.181,7.14,6.783,4.265,7.323,3.07,33.553
path1399,3.443,3.436,4.193,6.224,5.454,5.419,3.692,2.87,6.504,5.451,7.763,4.19,6.107,5.117,34.931
path1400,5.398,3.39,3.865,4.459,4.826,3.672,6.745,6.226,3.868,3.619,5.621,4.989,4.906,5.635,33.609
path1401,5.397,5.001,2.556,5.777,4.542,5.491,5.643,5.196,3.563,6.688,3.049,5.763,5.973,4.573,34.605
path1402,6.503,3.594,5.708,4.542,4.002,3.405,6.722,2.547,7.406,7.476,4.85,5.816,7.692,7.132,38.698
path1403,5.858,6.107,2.56,3.776,4.585,4.265,5.738,2.892,4.396,6.963,3.11,6.529,8.127,6.569,35.738
path1404,3.489,4.15,5.262,5.067,2.573,5.724,3.69,6.728,2.946,5.081,5.599,5.49,4.475,4.208,32.241
